gene_name	quality	n	total	percent
PCMT1	mid: >23, <=33	4	76	5.263157894736842
PCMT1	high: >33	71	76	93.42105263157895
PDE6B	low: >17, <= 23	3	76	3.9473684210526314
PDE6B	mid: >23, <=33	8	76	10.526315789473683
PDE6B	high: >33	65	76	85.52631578947368
PDLIM3	mid: >23, <=33	2	76	2.631578947368421
PDLIM3	high: >33	74	76	97.36842105263158
PDPK1	low: >17, <= 23	2	76	2.631578947368421
PDPK1	high: >33	74	76	97.36842105263158
PDSS1	mid: >23, <=33	1	76	1.3157894736842104
PDSS1	high: >33	75	76	98.68421052631578
PEX5	low: >17, <= 23	6	76	7.894736842105263
PEX5	mid: >23, <=33	23	76	30.263157894736842
PEX5	high: >33	47	76	61.8421052631579
PGAM5	very low: <= 17	2	76	2.631578947368421
PGAM5	low: >17, <= 23	8	76	10.526315789473683
PGAM5	mid: >23, <=33	10	76	13.157894736842104
PGAM5	high: >33	56	76	73.68421052631578
PHKG2	very low: <= 17	16	76	21.052631578947366
PHKG2	mid: >23, <=33	29	76	38.15789473684211
PHKG2	high: >33	31	76	40.78947368421053
PIGV	mid: >23, <=33	3	76	3.9473684210526314
PIGV	high: >33	73	76	96.05263157894737
PKD1	mid: >23, <=33	8	70	11.428571428571429
PKD1	high: >33	62	70	88.57142857142857
PKN3	mid: >23, <=33	13	76	17.105263157894736
PKN3	high: >33	63	76	82.89473684210526
PLTP	very low: <= 17	4	76	5.263157894736842
PLTP	mid: >23, <=33	5	76	6.578947368421052
PLTP	high: >33	67	76	88.1578947368421
PNKP	high: >33	76	76	100
PPIA	mid: >23, <=33	2	76	2.631578947368421
PPIA	high: >33	74	76	97.36842105263158
PPIP5K1	high: >33	76	76	100
PRG4	low: >17, <= 23	1	76	1.3157894736842104
PRG4	mid: >23, <=33	3	76	3.9473684210526314
PRG4	high: >33	72	76	94.73684210526315
PRKCG	mid: >23, <=33	23	76	30.263157894736842
PRKCG	high: >33	53	76	69.73684210526315
PROZ	very low: <= 17	19	76	25
PROZ	low: >17, <= 23	14	76	18.421052631578945
PROZ	mid: >23, <=33	5	76	6.578947368421052
PROZ	high: >33	38	76	50
PSPH	mid: >23, <=33	1	76	1.3157894736842104
PSPH	high: >33	75	76	98.68421052631578
PTEN	high: >33	76	76	100
PTK6	very low: <= 17	4	76	5.263157894736842
PTK6	low: >17, <= 23	1	76	1.3157894736842104
PTK6	mid: >23, <=33	6	76	7.894736842105263
PTK6	high: >33	65	76	85.52631578947368
PTPRC	high: >33	76	76	100
PXDN	high: >33	76	76	100
RFX2	high: >33	74	74	100
RGPD3	low: >17, <= 23	3	76	3.9473684210526314
RGPD3	mid: >23, <=33	12	76	15.789473684210526
RGPD3	high: >33	61	76	80.26315789473685
RHCE	high: >33	76	76	100
RHOA	mid: >23, <=33	12	76	15.789473684210526
RHOA	high: >33	64	76	84.21052631578947
RNF212	mid: >23, <=33	7	76	9.210526315789473
RNF212	high: >33	69	76	90.78947368421053
RNF213	mid: >23, <=33	1	76	1.3157894736842104
RNF213	high: >33	75	76	98.68421052631578
RPIA	very low: <= 17	2	76	2.631578947368421
RPIA	high: >33	74	76	97.36842105263158
RPL22	mid: >23, <=33	2	76	2.631578947368421
RPL22	high: >33	74	76	97.36842105263158
RPN1	very low: <= 17	10	76	13.157894736842104
RPN1	low: >17, <= 23	1	76	1.3157894736842104
RPN1	mid: >23, <=33	1	76	1.3157894736842104
RPN1	high: >33	64	76	84.21052631578947
SAR1B	mid: >23, <=33	10	76	13.157894736842104
SAR1B	high: >33	66	76	86.8421052631579
SBK3	low: >17, <= 23	8	76	10.526315789473683
SBK3	mid: >23, <=33	10	76	13.157894736842104
SBK3	high: >33	58	76	76.31578947368422
SEC63	mid: >23, <=33	2	76	2.631578947368421
SEC63	high: >33	74	76	97.36842105263158
SEMG1	mid: >23, <=33	40	76	52.63157894736842
SEMG1	high: >33	36	76	47.368421052631575
SERPINF2	mid: >23, <=33	1	76	1.3157894736842104
SERPINF2	high: >33	75	76	98.68421052631578
SH2B1	low: >17, <= 23	2	76	2.631578947368421
SH2B1	mid: >23, <=33	44	76	57.89473684210527
SH2B1	high: >33	30	76	39.473684210526315
SIGLEC16	mid: >23, <=33	1	76	1.3157894736842104
SIGLEC16	high: >33	75	76	98.68421052631578
SLC17A5	low: >17, <= 23	2	76	2.631578947368421
SLC17A5	mid: >23, <=33	9	76	11.842105263157894
SLC17A5	high: >33	65	76	85.52631578947368
SLC22A1	very low: <= 17	3	76	3.9473684210526314
SLC22A1	low: >17, <= 23	2	76	2.631578947368421
SLC22A1	mid: >23, <=33	4	76	5.263157894736842
SLC22A1	high: >33	67	76	88.1578947368421
SLC22A12	very low: <= 17	2	76	2.631578947368421
SLC22A12	low: >17, <= 23	2	76	2.631578947368421
SLC22A12	mid: >23, <=33	22	76	28.947368421052634
SLC22A12	high: >33	50	76	65.78947368421053
SLC27A4	high: >33	76	76	100
SLC27A5	low: >17, <= 23	1	74	1.3513513513513513
SLC27A5	mid: >23, <=33	6	74	8.108108108108109
SLC27A5	high: >33	67	74	90.54054054054053
SLC29A4	high: >33	76	76	100
SLC6A18	low: >17, <= 23	4	76	5.263157894736842
SLC6A18	mid: >23, <=33	6	76	7.894736842105263
SLC6A18	high: >33	66	76	86.8421052631579
SLC6A3	very low: <= 17	2	76	2.631578947368421
SLC6A3	low: >17, <= 23	1	76	1.3157894736842104
SLC6A3	high: >33	73	76	96.05263157894737
SMG1	mid: >23, <=33	3	74	4.054054054054054
SMG1	high: >33	71	74	95.94594594594594
SMOC2	high: >33	76	76	100
SNTG2	very low: <= 17	1	74	1.3513513513513513
SNTG2	high: >33	73	74	98.64864864864865
SOHLH1	mid: >23, <=33	5	76	6.578947368421052
SOHLH1	high: >33	71	76	93.42105263157895
SPI1	very low: <= 17	3	76	3.9473684210526314
SPI1	mid: >23, <=33	8	76	10.526315789473683
SPI1	high: >33	65	76	85.52631578947368
SPRN	very low: <= 17	2	76	2.631578947368421
SPRN	mid: >23, <=33	6	76	7.894736842105263
SPRN	high: >33	68	76	89.47368421052632
SRR	mid: >23, <=33	9	76	11.842105263157894
SRR	high: >33	67	76	88.1578947368421
SSTR5	low: >17, <= 23	3	76	3.9473684210526314
SSTR5	mid: >23, <=33	8	76	10.526315789473683
SSTR5	high: >33	65	76	85.52631578947368
STK11	high: >33	76	76	100
STXBP2	low: >17, <= 23	3	76	3.9473684210526314
STXBP2	mid: >23, <=33	6	76	7.894736842105263
STXBP2	high: >33	67	76	88.1578947368421
SUZ12	mid: >23, <=33	2	76	2.631578947368421
SUZ12	high: >33	74	76	97.36842105263158
TAP1	mid: >23, <=33	6	76	7.894736842105263
TAP1	high: >33	70	76	92.10526315789474
TAP2	high: >33	76	76	100
TBXA2R	mid: >23, <=33	7	74	9.45945945945946
TBXA2R	high: >33	67	74	90.54054054054053
TCF3	very low: <= 17	5	76	6.578947368421052
TCF3	low: >17, <= 23	9	76	11.842105263157894
TCF3	mid: >23, <=33	3	76	3.9473684210526314
TCF3	high: >33	59	76	77.63157894736842
TERT	very low: <= 17	6	76	7.894736842105263
TERT	low: >17, <= 23	2	76	2.631578947368421
TERT	high: >33	68	76	89.47368421052632
THBS2	very low: <= 17	1	76	1.3157894736842104
THBS2	mid: >23, <=33	7	76	9.210526315789473
THBS2	high: >33	68	76	89.47368421052632
TJP2	high: >33	74	74	100
TM4SF19	very low: <= 17	5	74	6.756756756756757
TM4SF19	low: >17, <= 23	15	74	20.27027027027027
TM4SF19	mid: >23, <=33	11	74	14.864864864864865
TM4SF19	high: >33	43	74	58.108108108108105
TMC6	very low: <= 17	2	76	2.631578947368421
TMC6	low: >17, <= 23	6	76	7.894736842105263
TMC6	mid: >23, <=33	4	76	5.263157894736842
TMC6	high: >33	64	76	84.21052631578947
TNNI3	very low: <= 17	1	76	1.3157894736842104
TNNI3	low: >17, <= 23	15	76	19.736842105263158
TNNI3	mid: >23, <=33	22	76	28.947368421052634
TNNI3	high: >33	38	76	50
TNNT1	very low: <= 17	1	76	1.3157894736842104
TNNT1	low: >17, <= 23	12	76	15.789473684210526
TNNT1	mid: >23, <=33	13	76	17.105263157894736
TNNT1	high: >33	50	76	65.78947368421053
TPCN2	low: >17, <= 23	1	76	1.3157894736842104
TPCN2	mid: >23, <=33	2	76	2.631578947368421
TPCN2	high: >33	73	76	96.05263157894737
TPO	very low: <= 17	2	76	2.631578947368421
TPO	low: >17, <= 23	2	76	2.631578947368421
TPO	mid: >23, <=33	3	76	3.9473684210526314
TPO	high: >33	69	76	90.78947368421053
TRAPPC10	low: >17, <= 23	9	76	11.842105263157894
TRAPPC10	mid: >23, <=33	9	76	11.842105263157894
TRAPPC10	high: >33	58	76	76.31578947368422
TRBV9	mid: >23, <=33	1	76	1.3157894736842104
TRBV9	high: >33	75	76	98.68421052631578
TRMT1	mid: >23, <=33	21	76	27.631578947368425
TRMT1	high: >33	55	76	72.36842105263158
TRPM4	very low: <= 17	1	76	1.3157894736842104
TRPM4	mid: >23, <=33	3	76	3.9473684210526314
TRPM4	high: >33	72	76	94.73684210526315
TTC37	high: >33	76	76	100
TTLL1	high: >33	76	76	100
TUBGCP6	mid: >23, <=33	11	76	14.473684210526317
TUBGCP6	high: >33	65	76	85.52631578947368
TYK2	low: >17, <= 23	11	76	14.473684210526317
TYK2	mid: >23, <=33	11	76	14.473684210526317
TYK2	high: >33	54	76	71.05263157894737
TYMS	very low: <= 17	1	76	1.3157894736842104
TYMS	low: >17, <= 23	10	76	13.157894736842104
TYMS	mid: >23, <=33	17	76	22.36842105263158
TYMS	high: >33	48	76	63.1578947368421
UGT2A1	high: >33	76	76	100
UNKL	mid: >23, <=33	20	74	27.027027027027028
UNKL	high: >33	54	74	72.97297297297297
USP8	high: >33	76	76	100
UVSSA	mid: >23, <=33	2	76	2.631578947368421
UVSSA	high: >33	74	76	97.36842105263158
VANGL1	high: >33	76	76	100
VKORC1	very low: <= 17	4	76	5.263157894736842
VKORC1	low: >17, <= 23	9	76	11.842105263157894
VKORC1	mid: >23, <=33	12	76	15.789473684210526
VKORC1	high: >33	51	76	67.10526315789474
ZAN	mid: >23, <=33	7	76	9.210526315789473
ZAN	high: >33	69	76	90.78947368421053
ZNF141	high: >33	76	76	100
ZNF419	mid: >23, <=33	3	76	3.9473684210526314
ZNF419	high: >33	73	76	96.05263157894737
ZNF469	mid: >23, <=33	1	76	1.3157894736842104
ZNF469	high: >33	75	76	98.68421052631578
